0.000000000000000000e+00 2.139999999999999958e-01 5.000000000000000000e-01 7.300000000000000000e+01 0.000000000000000000e+00
3.003003003003002977e-02 2.136409282999855164e-01 5.015159650642303513e-01 7.298515081714567998e+01 4.454754856296361948e-03
6.006006006006005954e-02 2.135598646657488331e-01 5.030360891874889884e-01 7.297025783999541204e+01 8.922648001376005250e-03
9.009009009009008584e-02 2.135407183311766599e-01 5.045604750320599186e-01 7.295532003605785576e+01 1.340398918264132377e-02
1.201201201201201191e-01 2.135353637336795951e-01 5.060891534506385403e-01 7.294033707581597525e+01 1.789887725521034645e-02
1.501501501501501523e-01 2.135330717813425649e-01 5.076221392554629563e-01 7.292530878664365446e+01 2.240736400690725508e-02
1.801801801801801717e-01 2.135314630569423722e-01 5.091594437276435459e-01 7.291023503017669327e+01 2.692949094699902124e-02
2.102102102102102188e-01 2.135300032067944109e-01 5.107010772677456067e-01 7.289511567675727122e+01 3.146529697282198640e-02
2.402402402402402382e-01 2.135285715091884140e-01 5.122470500767570822e-01 7.287995059859207458e+01 3.601482042237753867e-02
2.702702702702702853e-01 2.135271436450840166e-01 5.137973724852286095e-01 7.286473966599699281e+01 4.057810020090574232e-02
3.003003003003003046e-01 2.135257137208310951e-01 5.153520546293398619e-01 7.284948275156008890e+01 4.515517453198210351e-02
3.303303303303303240e-01 2.135242797555263472e-01 5.169111065573408492e-01 7.283417972879489355e+01 4.974608136154216875e-02
3.603603603603603434e-01 2.135228397548368240e-01 5.184745378906183699e-01 7.281883047638810069e+01 5.435085708358098483e-02
3.903903903903903627e-01 2.135213918689654600e-01 5.200423601205766966e-01 7.280343484953803568e+01 5.896954513859827690e-02
4.204204204204204376e-01 2.135199494686811916e-01 5.216145837239306582e-01 7.278799271598363418e+01 6.360218520491783822e-02
4.504504504504504570e-01 2.135185087975473295e-01 5.231912187434650807e-01 7.277250394858836557e+01 6.824881542350000330e-02
4.804804804804804763e-01 2.135170501306963564e-01 5.247722745237860531e-01 7.275696842908644157e+01 7.290947127407980399e-02
5.105105105105105512e-01 2.135155940288378795e-01 5.263577624637169050e-01 7.274138601297234175e+01 7.758419610830982749e-02
5.405405405405405705e-01 2.135141323817578429e-01 5.279476924280489536e-01 7.272575657505174718e+01 8.227302748449627501e-02
5.705705705705705899e-01 2.135126666960831532e-01 5.295420743396820340e-01 7.271007998920670445e+01 8.697600323800820654e-02
6.006006006006006093e-01 2.135111973378618078e-01 5.311409191903507798e-01 7.269435611565147326e+01 9.169316530457734260e-02
6.306306306306306286e-01 2.135097248716323060e-01 5.327442372949041660e-01 7.267858482296789191e+01 9.642455310965050708e-02
6.606606606606606480e-01 2.135082467149467256e-01 5.343520388748844718e-01 7.266276598086049887e+01 1.011702057418651379e-01
6.906906906906906674e-01 2.135067624081460058e-01 5.359643343186092368e-01 7.264689945664972015e+01 1.059301630050996090e-01
7.207207207207206867e-01 2.135052755800898039e-01 5.375811341214361549e-01 7.263098511614289521e+01 1.107044651571488236e-01
7.507507507507507061e-01 2.135037849358413786e-01 5.392024491449666224e-01 7.261502282029542243e+01 1.154931539113906308e-01
7.807807807807807254e-01 2.135022903718162002e-01 5.408282893332171382e-01 7.259901244165388334e+01 1.202962675038542900e-01
8.108108108108108558e-01 2.135007915061483130e-01 5.424586650127916077e-01 7.258295384769846237e+01 1.251138456904830054e-01
8.408408408408408752e-01 2.134992881867213976e-01 5.440935853767194796e-01 7.256684692030140127e+01 1.299459239096021346e-01
8.708708708708708945e-01 2.134977804118168843e-01 5.457330625553271641e-01 7.255069150344749573e+01 1.347925489657701981e-01
