0	0.350147	0.214	545.995	0.157763	0.139608	0	0	0.193039	0	7	
spec ions: 0.193039

5	0.911576	0.214	533.289	4.17045	0.139608	0	0.00417045	0.193039	0	6.88617	
10	2.12031	0.214	502.065	14.0319	0.139608	0	0.0140319	0.193039	0	6.55405	
15	3.9714	0.214	438.588	34.0797	0.139608	0.083733	0.0340797	0.193039	0	7.18878	
20	5.81247	0.214	334.623	66.9146	0.139608	0.2	0.0669146	0.193039	0	7.82452	
25	6.98779	0.214	198.499	109.906	0.139608	0.487798	0.109906	0.193039	0	9.03654	
30	7.5403	0.214	45.479	158.234	0.139608	0.615928	0.158234	0.193039	0	8.98603	
