0.00	2.482005	588.8793734	0.186473644     0.203728
6.00	2.752475	565.7280737	5.709096151     0.194312
22.92	7.01786 	262.5831091	101.3791535     0.105288
26.58	7.59535 	146.7468838	136.2258527     0.095658
30.42	7.89506 	46.28756783	178.3596957     0.114918
32.25	8.09243 	4.985779312	187.0426289     0.112564
